level_0,OD,u,qpt,Upt,Uc,Um,WT,phi,Ipt,qc,ttc,ttpt,budget,objective
0,12_16,0.0,445.2651905836635,0.0,0.0,0.0,0.1091253810538525,1.16923429208782,0.0,0.0,0.0,0.0333,0,2737.0668844457464
1,12_24,0.0,285.6825825683946,0.0,0.0,0.0,0.2241972973791461,4.421808777981201,0.0,0.0,0.0,0.05,0,2737.0668844457464
2,13_16,0.04446276272255793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.04,0.04446276272255793,10.0,0,2737.0668844457464
3,13_23,0.3924149384056262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.9,0.3924149384056262,10.0,0,2737.0668844457464
4,13_24,0.02186159532497322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.58,0.02186159532497322,10.0,0,2737.0668844457464
5,14_12,0.01913235059588619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.2651905836635,0.01913235059588619,10.0,0,2737.0668844457464
6,14_16,0.2083134593145053,0.0,-3.1,-0.1624940377943516,-0.3823141779124882,0.0,0.0,0.0,554.7348094163365,0.2083134593145053,10.0,0,2737.0668844457464
7,14_23,0.3840051682481277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.14,0.3840051682481277,10.0,0,2737.0668844457464
8,16_24,0.2096765372754497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.45,0.2096765372754497,10.0,0,2737.0668844457464
9,1_24,0.1456140144910925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.1456140144910925,10.0,0,2737.0668844457464
10,23_12,0.2181187050447655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.6825825683946,0.2181187050447655,10.0,0,2737.0668844457464
11,23_13,0.3924149384056262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.59,0.3924149384056262,10.0,0,2737.0668844457464
12,23_14,0.3840051682481278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.3840051682481278,10.0,0,2737.0668844457464
13,23_24,0.3853682462090721,0.0,-3.1,-0.2156104738627216,-1.132056556323414,0.0,0.0,0.0,714.3174174316055,0.3853682462090721,10.0,0,2737.0668844457464
14,23_9,0.2309149029109248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.2309149029109248,10.0,0,2737.0668844457464
15,24_16,0.2096765372754497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.06,0.2096765372754497,10.0,0,2737.0668844457464
16,24_23,0.3853682462090721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.39,0.3853682462090721,10.0,0,2737.0668844457464
17,3_13,0.1070949446424317,285.8512079772387,-1.047748392596342,-0.1321284833927295,0.0,0.1409804626325612,4.427221269032866,0.0,714.1487920227613,0.1070949446424317,0.0667,0,2737.0668844457464
18,3_16,0.1434385091253789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.1434385091253789,10.0,0,2737.0668844457464
19,3_23,0.4913906848084473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.3,0.4913906848084473,10.0,0,2737.0668844457464
20,3_24,0.1208373417277942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.1208373417277942,10.0,0,2737.0668844457464
21,8_24,0.1275040258817262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.2,0.1275040258817262,10.0,0,2737.0668844457464
22,9_13,0.03267632240892641,193.3083621222825,-0.571359057550149,-0.1098028967226779,0.0,0.09533876912953991,2.138787134056435,0.0,306.6916378777175,0.03267632240892641,0.05,0,2737.0668844457464
0,12_16,0.0,445.3113956437121,0.0,0.0,0.0,0.1091280609473353,1.169408611440671,0.00224560049082077,0.0,0.0,0.0333,1,2737.0287085053333
1,12_24,0.0,285.6824333390201,0.0,0.0,0.0,0.224197223779925,4.421803990449987,1.36726482047207e-08,0.0,0.0,0.05,1,2737.0287085053333
2,13_16,0.04446272081481309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.04,0.04446272081481309,10.0,1,2737.0287085053333
3,13_23,0.3924092735127596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.9,0.3924092735127596,10.0,1,2737.0287085053333
4,13_24,0.02186165892844215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.58,0.02186165892844215,10.0,1,2737.0287085053333
5,14_12,0.0191325413876157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.3113956437121,0.0191325413876157,10.0,1,2737.0287085053333
6,14_16,0.2083075427384015,0.0,-3.1,-0.1624922628215205,-0.3821253429395375,0.0,0.0,0.0,554.6886043562879,0.2083075427384015,10.0,1,2737.0287085053333
7,14_23,0.3839994401494324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.14,0.3839994401494324,10.0,1,2737.0287085053333
8,16_24,0.2096706210969863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.45,0.2096706210969863,10.0,1,2737.0287085053333
9,1_24,0.1456140780938063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.1456140780938063,10.0,1,2737.0287085053333
10,23_12,0.2181186847637524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.6824333390201,0.2181186847637524,10.0,1,2737.0287085053333
11,23_13,0.3924092735127596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.59,0.3924092735127596,10.0,1,2737.0287085053333
12,23_14,0.3839994401494325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.3839994401494325,10.0,1,2737.0287085053333
13,23_24,0.3853625185080172,0.0,-3.1,-0.2156087555524052,-1.132055569285835,0.0,0.0,0.0,714.3175666609799,0.3853625185080172,10.0,1,2737.0287085053333
14,23_9,0.2309148826120532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.2309148826120532,10.0,1,2737.0287085053333
15,24_16,0.2096706210969863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.06,0.2096706210969863,10.0,1,2737.0287085053333
16,24_23,0.3853625185080172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.39,0.3853625185080172,10.0,1,2737.0287085053333
17,3_13,0.1070949446338614,285.8512080352123,-1.047748392309781,-0.1321284833901584,0.0,0.1409804626611535,4.427221270894614,6.674875133552196e-09,714.1487919647878,0.1070949446338614,0.0667,1,2737.0287085053333
