index,X,t
1,1000.0,0.01023853071178174
2,1000.0,0.014538142051516538
3,58.2,0.00666668415393205
4,5058.201000000546,0.1276962002826977
5,0.0,0.01333333333333333
6,5058.201000000547,0.07937871909465873
7,3249.621000000541,0.00907699343711278
8,8307.82,0.04333720206924234
9,0.0,0.003
10,10238.78,0.08324963313071211
11,4069.040000000001,0.03933709203329212
12,7000.0,0.06355411522633744
13,12500.00126919559,4.757989521177789
14,5738.781269195592,0.02030681431432702
15,12500.0,2.230306876393175
16,12500.0,3.061205516618084
17,2999.998730804407,0.01075045386207762
18,2569.04,0.01492627935518701
19,2569.038730804403,0.01892824149917664
20,0.0,0.013666666666666667
21,500.0,0.0118333714372809
22,0.0,0.0028
23,0.0,0.0052499999999999995
24,0.0,0.015
25,0.0,0.00625
26,0.0,0.006333333333333333
27,0.0,0.01265
28,0.0,0.0205
29,0.0,0.013333333333333334
30,0.0,0.013333333333333334
