level_0,OD,u,qpt,Upt,Uc,Um,WT,phi,Ipt,qc,ttc,ttpt,budget,objective
0,12_16,0.0,31.04374627698711,0.0,0.0,0.0,0.08510053728406525,0.05547312372451674,0.0,0.0,0.0,0.0333,0,431.97630493823993
1,12_24,0.0,106.356531736849,0.0,0.0,0.0,0.1357545379897418,0.8763503571534195,0.0,0.0,0.0,0.05,0,431.97630493823993
2,13_16,0.03813672042510377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.04,0.03813672042510377,10.0,0,431.97630493823993
3,13_23,0.06005640670808618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.9,0.06005640670808618,10.0,0,431.97630493823993
4,13_24,0.0161055236093667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.58,0.0161055236093667,10.0,0,431.97630493823993
5,14_12,0.01286362875424107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.04374627698711,0.01286362875424107,10.0,0,431.97630493823993
6,14_16,0.04466718433202121,0.0,-3.1,-0.1134001552996064,-0.1504738745563958,0.0,0.0,0.0,32.216253723013,0.04466718433202121,10.0,0,431.97630493823993
7,14_23,0.0510833591673335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.14,0.0510833591673335,10.0,0,431.97630493823993
8,16_24,0.04813775136804189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.45,0.04813775136804189,10.0,0,431.97630493823993
9,1_24,0.09060859011261979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.84,0.09060859011261979,10.0,0,431.97630493823993
10,23_12,0.04582785781889546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.356531736849,0.04582785781889546,10.0,0,431.97630493823993
11,23_13,0.06005640670808618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.59,0.06005640670808618,10.0,0,431.97630493823993
12,23_14,0.0510833591673335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0510833591673335,10.0,0,431.97630493823993
13,23_24,0.05455392620335358,0.0,-3.1,-0.1163661778610061,-0.3447447901732748,0.0,0.0,0.0,133.643468263151,0.05455392620335358,10.0,0,431.97630493823993
14,23_9,0.05749452448556213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.73,0.05749452448556213,10.0,0,431.97630493823993
15,24_16,0.04813775136804189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.06,0.04813775136804189,10.0,0,431.97630493823993
16,24_23,0.05455392620335357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.39,0.05455392620335357,10.0,0,431.97630493823993
17,3_13,0.05949906774619744,290.6200855173338,-1.079519528729981,-0.1178497203238592,0.0,0.1433324504607679,4.582548967958754,0.0,760.2799144826663,0.05949906774619744,0.0667,0,431.97630493823993
18,3_16,0.0899730806117078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.9,0.0899730806117078,10.0,0,431.97630493823993
19,3_23,0.1118927668946902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.3,0.1118927668946902,10.0,0,431.97630493823993
