level_0,OD,u,qpt,Upt,Uc,Um,WT,phi,Ipt,qc,ttc,ttpt,budget,objective
0,12_16,0.0,445.1922116982038,0.0,0.0,0.0,0.1091211482784958,1.168958990774544,0.0,0.0,0.0,0.0333,0,3381.62867976602
1,12_24,0.0,285.5919706660552,0.0,0.0,0.0,0.2241526080178444,4.41890257249408,0.0,0.0,0.0,0.05,0,3381.62867976602
2,13_16,0.05126870290869667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.04,0.05126870290869667,10.0,0,3381.62867976602
3,13_23,0.4716593531619506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.9,0.4716593531619506,10.0,0,3381.62867976602
4,13_24,0.02399107720998317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.58,0.02399107720998317,10.0,0,3381.62867976602
5,14_12,0.02065693039807541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.1922116982038,0.02065693039807541,10.0,0,3381.62867976602
6,14_16,0.2086654022994404,0.0,-3.1,-0.1625996206898321,-0.3827152217578822,0.0,0.0,0.0,554.8077883017962,0.2086654022994404,10.0,0,3381.62867976602
7,14_23,0.4611203425717121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.14,0.4611203425717121,10.0,0,3381.62867976602
8,16_24,0.2100287217126547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.45,0.2100287217126547,10.0,0,3381.62867976602
9,1_24,0.1473021437465398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.1473021437465398,10.0,0,3381.62867976602
10,23_12,0.2986965143460824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.5919706660552,0.2986965143460824,10.0,0,3381.62867976602
11,23_13,0.4716593531619506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.59,0.4716593531619506,10.0,0,3381.62867976602
12,23_14,0.4611203425717122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.4611203425717122,10.0,0,3381.62867976602
13,23_24,0.4624836619849264,0.0,-3.1,-0.2387450985954779,-1.155635251207994,0.0,0.0,0.0,714.4080293339448,0.4624836619849264,10.0,0,3381.62867976602
14,23_9,0.332998657998518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.332998657998518,10.0,0,3381.62867976602
15,24_16,0.2100287217126547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.06,0.2100287217126547,10.0,0,3381.62867976602
16,24_23,0.4624836619849264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.39,0.4624836619849264,10.0,0,3381.62867976602
17,3_13,0.1080401913355875,285.8759318568939,-1.047910857547981,-0.1324120574006762,0.0,0.140992656332971,4.428015303240448,0.0,714.1240681431061,0.1080401913355875,0.0667,0,3381.62867976602
