index,X,t
1,65.84,0.00833336913467185
2,65.84,0.014333337181977225
3,58.2,0.00666668415393205
4,2582.140305680299,0.02016764879701128
5,0.0,0.01333333333333333
6,2582.140305680299,0.0125366465494935
7,844.0972810039049,0.003525388630003146
8,3426.236975323607,0.00416688073362576
9,0.0,0.003
10,3333.57,0.003506249681123212
11,219.1869753236062,0.008
12,1047.4,0.001830954516296978
13,3559.830259606077,0.04480737994715307
14,2016.420259606078,0.005233308301623839
15,3595.05,0.02159102340033358
16,3595.05,0.02963473800045787
17,604.2397403939223,0.008753292164807823
18,404.45,0.009203517615975517
19,439.6697403939222,0.0116728961831056
20,0.0,0.013666666666666667
21,115.7169753236063,0.01166666666666667
22,0.0,0.0028
23,0.0,0.0052499999999999995
24,0.0,0.015
25,0.0,0.00625
26,0.0,0.006333333333333333
27,0.0,0.01265
28,0.0,0.0205
29,0.0,0.013333333333333334
30,0.0,0.013333333333333334
