index,X,t
1,1000.0,0.01023853071178174
2,1000.0,0.014538142051516538
3,58.2,0.00666668415393205
4,3414.5,0.03628800244096668
5,0.0,0.01333333333333333
6,3414.5,0.0225574069227683
7,808.1100000000516,0.003521328048361715
8,4222.610000000016,0.005692038983335744
9,0.0,0.003
10,4153.569999999964,0.004784216514663517
11,2069.03999999998,0.01009491676570015
12,3584.14,0.006044373603265128
13,4159.830000000071,0.07178921221709286
14,2899.680000000034,0.005997714994550529
15,5375.32,0.0824249130251704
16,5375.32,0.1131322335639594
17,1784.510000000001,0.00900044952758234
18,1353.55,0.009641251585384024
19,2569.039999999965,0.01892825280547318
20,0.0,0.013666666666666667
21,500.0,0.01183337143729011
22,0.0,0.0028
23,0.0,0.0052499999999999995
24,0.0,0.015
25,0.0,0.00625
26,0.0,0.006333333333333333
27,0.0,0.01265
28,0.0,0.0205
29,0.0,0.013333333333333334
30,0.0,0.013333333333333334
