index,u,qpt,Upt,Uc,Um,WT,phi,Ipt,qc,ttc,ttpt,budget,objective
12_16,0.0,952.0538801802026,0.0,0.0,0.0,0.1219191250504517,4.236984621272488,38.47794458877897,0.0,0.0,0.0167,100000,2748.29525892838
12_16b,0.0,80.51617781182829,0.0,0.0,0.0,0.07136993831308604,0.1503061636395162,31.50002496288058,0.0,0.0,0.0167,100000,2748.29525892838
12_24,0.0,550.1614061553142,0.0,0.0,0.0,0.3380370012014522,24.92980127221707,52.7554092596777,0.0,0.0,0.0333,100000,2748.29525892838
13_16,0.05411402060942509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.04,0.05411402060942509,10.0,100000,2748.29525892838
13_23,0.3878562310788741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.9,0.3878562310788741,10.0,100000,2748.29525892838
13_24,0.02309003220366282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.58,0.02309003220366282,10.0,100000,2748.29525892838
14_12,0.02443930450453003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952.0538801802026,0.02443930450453003,10.0,100000,2748.29525892838
14_16,0.1235457399340731,0.0,-3.1,-0.1370637219802219,2.851480005756905,0.0,0.0,0.0,47.9461198197975,0.1235457399340731,10.0,100000,2748.29525892838
14_23,0.3775869520859053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.14,0.3775869520859053,10.0,100000,2748.29525892838
16_24,0.1242777459382389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.45,0.1242777459382389,10.0,100000,2748.29525892838
1_24,0.1301034886068368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.1301034886068368,10.0,100000,2748.29525892838
23_12,0.301174666049727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.1614061553142,0.301174666049727,10.0,100000,2748.29525892838
23_13,0.3878562310788741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.59,0.3878562310788741,10.0,100000,2748.29525892838
23_14,0.3775869520859054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.3775869520859054,10.0,100000,2748.29525892838
23_24,0.3783189580900691,0.0,-3.1,-0.2134956874270207,-0.01217282865098596,0.0,0.0,0.0,449.8385938446858,0.3783189580900691,10.0,100000,2748.29525892838
23_9,0.3277284216710207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.3277284216710207,10.0,100000,2748.29525892838
24_12,0.02517131050869377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.51617781182829,0.02517131050869377,10.0,100000,2748.29525892838
24_16,0.1242777459382388,0.0,-3.1,-0.1372833237814717,2.985968888913621,0.0,0.0,0.0,3.543822188171717,0.1242777459382388,10.0,100000,2748.29525892838
24_23,0.3783189580900691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.39,0.3783189580900691,10.0,100000,2748.29525892838
3_13,0.09046565308996811,535.2195161426754,0.01397205693211215,-0.1271396959269904,0.0,0.2639677317780591,22.73567961512474,47.50288299490477,464.7804838573246,0.09046565308996811,0.0333,100000,2748.29525892838
3_16,0.1363508042493008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.1363508042493008,10.0,100000,2748.29525892838
3_23,0.4700930147187499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.3,0.4700930147187499,10.0,100000,2748.29525892838
3_24,0.1053268158435386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.1053268158435386,10.0,100000,2748.29525892838
8_24,0.1119934999974706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.2,0.1119934999974706,10.0,100000,2748.29525892838
9_13,0.05155526640379852,400.6931629311197,-0.5180443420650637,-0.1154665799211396,0.0,0.1976190476190476,9.70772515625516,15.92776680541546,599.3068370688802,0.05155526640379852,0.0333,100000,2748.29525892838
