index,X,t
1,1000.0,0.01023853071178174
2,1000.0,0.014538142051516538
3,58.2,0.00666668415393205
4,3414.839934598255,0.03629754320760723
5,0.0,0.01333333333333333
6,3414.839934598255,0.02256333766959369
7,808.5600115631416,0.003521375509753349
8,4222.720076964887,0.005692319701315
9,0.0,0.003
10,4153.57,0.004784216510271064
11,2069.150076964887,0.01009536076278602
12,3584.14,0.006044373603265128
13,4159.831000001,0.07178926766491364
14,2899.681000001,0.005997714994421637
15,4875.32,0.05783786192359335
16,4875.32,0.07938530067944188
17,1284.508999999,0.00881723460558616
18,1353.55,0.009641251585373706
19,2069.038999999,0.01472174768834273
20,0.0,0.013666666666666667
21,0.1100769648869695,0.01166666703012432
22,0.0,0.0028
23,0.0,0.0052499999999999995
24,0.0,0.015
25,0.0,0.00625
26,0.0,0.006333333333333333
27,0.0,0.01265
28,0.0,0.0205
29,0.0,0.013333333333333334
30,0.0,0.013333333333333334
