index,X,t
1,1000.0,0.01023853071178174
2,1000.0,0.014538142051516538
3,58.2,0.00666668415393205
4,3505.996415603423,0.03896066077964819
5,0.0,0.01333333333333333
6,3505.996415603423,0.02421878906271725
7,1164.821413400188,0.003592067566978979
8,4487.824997796765,0.006434797280746413
9,0.0,0.003
10,4234.823261931809,0.004960210348691584
11,2415.508259728574,0.01189157425184096
12,3584.14,0.006044373603265128
13,4177.348127953262,0.07277562085155476
14,2998.45138988507,0.006140759927707842
15,5875.32,0.1149194268337004
16,5875.32,0.1577325466344908
17,2104.485348183122,0.009234426488235652
18,1272.296738068192,0.009544463106537315
19,2970.26861011493,0.02464237066989936
20,0.0,0.013666666666666667
21,1265.214997796766,0.01850145817154556
22,0.0,0.0028
23,0.0,0.0052499999999999995
24,0.0,0.015
25,0.0,0.00625
26,0.0,0.006333333333333333
27,0.0,0.01265
28,0.0,0.0205
29,0.0,0.013333333333333334
30,0.0,0.013333333333333334
