index,X,t
1,65.84,0.00833336913467185
2,65.84,0.014333337181977225
3,58.2,0.00666668415393205
4,2597.10020899808,0.02035078843884171
5,0.0,0.01333333333333333
6,2597.10020899808,0.01265049011063133
7,859.0558855981685,0.003527236729240595
8,3426.235676600089,0.004166880518137305
9,0.0,0.003
10,2333.52211493161,0.00281759917010905
11,1219.137791531699,0.008252523849756712
12,1047.4,0.001830954516296978
13,2686.301529794313,0.02371950302656738
14,2142.843644725923,0.005297555608273758
15,2595.05,0.01050608706238425
16,2595.05,0.01442011949739015
17,477.8642403424666,0.008751287841409746
18,1404.49788506839,0.009711532726865042
19,1313.246355274077,0.0121624967178705
20,0.0,0.013666666666666667
21,115.7156766000887,0.01166666666666667
22,0.0,0.0028
23,0.0,0.0052499999999999995
24,0.0,0.015
25,0.0,0.00625
26,0.0,0.006333333333333333
27,0.0,0.01265
28,0.0,0.0205
29,0.0,0.013333333333333334
30,0.0,0.013333333333333334
