index,X,t
1,2000.0,0.03881649138850786
2,2000.0,0.017610272824264594
3,58.2,0.00666668415393205
4,7480.45303182257,0.564148089388089
5,0.0,0.01333333333333333
6,7480.45303182257,0.3506866501601635
7,2310.029600261011,0.004924096642584814
8,7658.576568438441,0.03213061757448088
9,0.0,0.003
10,7140.158579817427,0.02167396493433277
11,4491.595148255868,0.05452577775529553
12,6584.14,0.05013591797562994
13,7309.301042611311,0.5682813244105391
14,6035.739622428739,0.02372958661852843
15,7875.320000000001,0.3567670679850876
16,7875.320000000001,0.4896802893912967
17,1161.861797753834,0.008795005142842125
18,2366.961420182572,0.01332623333340333
19,2932.980377571262,0.02400295916285399
20,0.0,0.013666666666666667
21,435.966568438441,0.01176302310969313
22,0.0,0.0028
23,0.0,0.0052499999999999995
24,0.0,0.015
25,0.0,0.00625
26,0.0,0.006333333333333333
27,0.0,0.01265
28,0.0,0.0205
29,0.0,0.013333333333333334
30,0.0,0.013333333333333334
